book_name,price,year,pub,authors,rating,rate_people,desc,img
愤怒的葡萄, 69.00元, 2019-6 ,湖南文艺出版社,[美]约翰·斯坦贝克  王一凡 ,9.1,8913,没有《愤怒的葡萄》，就不会有《追风筝的人》！ ──卡勒德•胡赛尼 · 诺贝尔文学奖得主约翰·斯坦贝克的经典名著， 荣获美国国家图书奖、普利策奖双项大奖。 ·...,https://img9.doubanio.com/view/subject/s/public/s32320755.jpg
流俗地, 55, 2021-4-1 ,北京十月文艺出版社,【马来西亚】黎紫书 ,9.2,19457,《亚洲周刊》2020年十大小说 华语文学的惊喜收获 王德威×王安忆 倾力推荐 “黎紫书为当代马华文学注入几分少见的温情” 《流俗地》以马来西亚锡都，被...,https://img3.doubanio.com/view/subject/s/public/s33884123.jpg
克拉拉与太阳, 68.00, 2021-3 ,上海译文出版社,[英] 石黑一雄  宋佥 ,8.2,49943,“太阳总有办法照到我们，不管我们在哪里。” ~ 克拉拉是一个专为陪伴儿童而设计的太阳能人工智能机器人（AF），具有极高的观察、推理与共情能力。她坐在商店展示...,https://img9.doubanio.com/view/subject/s/public/s33821754.jpg
红楼梦, 59.70元, 1996-12 ,人民文学出版社,[清] 曹雪芹 著、高鹗 ,9.6,422569,《红楼梦》是一部百科全书式的长篇小说。以宝黛爱情悲剧为主线，以四大家族的荣辱兴衰为背景，描绘出18世纪中国封建社会的方方面面，以及封建专制下新兴资本主义民主...,https://img1.doubanio.com/view/subject/s/public/s1070959.jpg
エレファントヘッド : 象首, JPY 2145, 2023-9 ,KADOKAWA,白井智之 ,9.1,3605,本格ミステリ大賞受賞の鬼才が仕掛ける、空前絶後の推理迷宮。 精神科医の象山は家族を愛している。だが彼は知っていた。どんなに幸せな家族も、たった一つの小さな亀...,https://img1.doubanio.com/view/subject/s/public/s34632149.jpg
长安十二时辰 上, 39.80元, 2017-1 ,湖南文艺出版社,马伯庸 ,8.3,55041,唐天宝三年，元月十四日，长安。大唐皇都的居民不知道，上元节辉煌灯火亮起之时，等待他们的，将是场吞噬一切的劫难。突厥、狼卫、绑架、暗杀、烈焰、焚城，毁灭长安城...,https://img3.doubanio.com/view/subject/s/public/s29247343.jpg
无条件投降博物馆, 64.00元, 2024-1-1 ,云南人民出版社,[荷]杜布拉夫卡·乌格雷西奇  何静芝 ,9.3,522,柏林是一座博物馆之城。 1994年夏，无条件投降博物馆关闭，数万苏俄士兵离开柏林。不久后，有了一个“俄国人在柏林”的展览，里面有张长长的纸条，写着被俄国人毁...,https://img3.doubanio.com/view/subject/s/public/s34729813.jpg
纷纷水火, 59.00, 2024-1 ,上海文艺出版社,林戈声 ,8.6,212,《收获》App“无界·收获App双盲命题写作大赛”首届首奖作者林戈声最新短篇小说集，从类型文学到严肃文学，她以“越界”的小说，书写一种无法言说的痛苦、不可名...,https://img3.doubanio.com/view/subject/s/public/s34755892.jpg
罗杰疑案 : 阿加莎·克里斯蒂作品02, 28.00元, 2013-3 ,新星出版社,[英] 阿加莎·克里斯蒂  常禾 ,9.2,73564,金斯艾伯特村里坐落着两座豪宅，“皇家围场”是其中之一，而居住其中的弗拉尔斯太太刚刚过世。 此后不久，她的情人，也就是住在另一所大宅里的罗杰•艾克罗伊德先生便...,https://img3.doubanio.com/view/subject/s/public/s25814002.jpg
西线无战事, 49, 2021-1 ,上海文艺出版社,[德] 埃里希·玛丽亚·雷马克  姜乙 ,9.4,19757,“我们才刚开始热爱生活，却不得不对这一切开炮。” 《悉达多》《人类群星闪耀时》译者、翻译家姜乙新译作，1929年德语原版直译。 6000字译后记，特别收录雷...,https://img1.doubanio.com/view/subject/s/public/s33779178.jpg
两京十五日, 108.00元, 2020-7 ,湖南文艺出版社,马伯庸 ,8.1,26407,《两京十五日》是马伯庸创作的一本长篇历史小说。 本书故事源于《明史》里关于朱瞻基的一段真实记载——“夏四月，以南京地屡震，命往居守。五月庚辰，仁宗不豫，玺书...,https://img3.doubanio.com/view/subject/s/public/s33682883.jpg
窄门, 45.00, 2018-10 ,天津人民出版社,[法] 安德烈·纪德  顾琪静 ,7.7,26423,“因为抱着与你重逢的期待，在我眼里最险峻的小道也总是最好的。” 阿莉莎与杰罗姆是一对表姐弟，自小青梅竹马。阿莉莎喜爱读书，常常和杰罗姆在花园后面的长椅上诵读...,https://img3.doubanio.com/view/subject/s/public/s29915013.jpg
大明王朝1566, 88.00元, 2016-7 ,花城出版社,刘和平 ,9.5,11311,编辑推荐 刘和平著的《大明王朝(1566上下)》对宦官的描写真绝！将“王权主义”写到他们骨头里去了。书中有两个最具命运感的人物，一个是海瑞，一个是嘉靖帝，他...,https://img9.doubanio.com/view/subject/s/public/s29249996.jpg
金色梦乡, 69.00元, 2016-11 ,南海出版公司,[日] 伊坂幸太郎  代珂 ,8.9,54971,《金色梦乡》是日本知名作家伊坂幸太郎的代表作，获第5届日本书店大奖、第21届山本周五郎奖，日文版销量突破114万册，堺雅人、竹内结子主演同名电影。对于《金色...,https://img9.doubanio.com/view/subject/s/public/s29397725.jpg
新名字的故事 : 那不勒斯四部曲2, 59.00元, 2017-4 ,人民文学出版社,[意] 埃莱娜·费兰特  陈英 ,9.2,91225,只有你身为女人 才会知道这些丑陋的秘密 两个女人 50年的友谊和战争 如何成为那个更强大的她，又不被她战胜 那不勒斯四部曲NO.2 《我的天才女友》后续， ...,https://img9.doubanio.com/view/subject/s/public/s29376146.jpg
美丽新世界, 45.00元, 2017-6 ,上海译文出版社,【英】奥尔德斯·赫胥黎  陈超 ,9.2,56374,出版于一九三二年的《美丽新世界》是奥尔德斯•赫胥黎最杰出的代表作，是二十世纪最著名的反乌托邦文学经典之一，与奥威尔的《一九八四》、扎米亚京的《我们》并称为“...,https://img9.doubanio.com/view/subject/s/public/s29477615.jpg
刀锋, 18.00元, 2007-3 ,上海译文出版社,[英]毛姆  周煦良 ,9.0,91493,威廉·萨默塞特·毛姆（1874-1965），英国著名小说家、戏剧家。《刀锋》是他的主要作品之一。 小说写一个参加第一次世界大战的美国青年飞行员拉里·达雷尔。...,https://img3.doubanio.com/view/subject/s/public/s2347562.jpg
龙与地下铁, 49.80元, 2024-1 ,湖南文艺出版社,马伯庸 ,7.5,1135,长安城的地下生活着几百条龙，居民们喜欢攀在龙背上，在四通八达的地道里呼啸而过。 每年大唐天子都会派官员去黄河壶口，招来刚刚跃过龙门的锦鲤，许诺他们有一份体面...,https://img9.doubanio.com/view/subject/s/public/s34720704.jpg
斯通纳, 49.00元, 2016-1 ,上海人民出版社,[美] 约翰·威廉斯  杨向荣 ,8.8,64333,《斯通纳》讲述了生命中最重要的部分：爱，认同，怜悯，志业，傲骨，信任与死亡。 一个勇者有过的失败不失意的人生：即使不能拥有完美的生活，所幸追求过完整的自我。...,https://img2.doubanio.com/view/subject/s/public/s28332051.jpg
隐墙, 52.00元, 2024-3 ,北京联合出版公司,[奥]玛尔伦·豪斯霍费尔  钟皓楠 ,9.0,168,⭕ 世界毁灭了，我才能“活”下去 ⭕ 诺奖得主多丽丝·莱辛、埃尔夫丽德·耶利内克，《小说机杼》作者詹姆斯·伍德，朋克教母帕蒂·史密斯盛赞推荐！ 奥地利国家大...,https://img1.doubanio.com/view/subject/s/public/s34749928.jpg
永恒的终结 : 关于时间旅行的终极奥秘和恢宏构想, 32.00元, 2014-9 ,江苏凤凰文艺出版社,[美] 艾萨克·阿西莫夫  崔正男 ,9.1,47034,24世纪，人类发明了时间力场。27世纪，人类在掌握时间旅行技术后，成立了一个叫做永恒时空（Eternity）的组织，在每个时代的背后，默默地守护着人类社会的...,https://img2.doubanio.com/view/subject/s/public/s27409671.jpg
鼠疫, 34.00元, 2013-8 ,上海译文出版社,[法] 阿尔贝·加缪  刘方 ,9.1,78640,阿尔贝•加缪（1913—1960）是法国声名卓著的小说家、散文家和剧作家，“存在主义”文学的大师。1957年因“热情而冷静地阐明了当代向人类良知提出的种种问...,https://img2.doubanio.com/view/subject/s/public/s27003191.jpg
献给名侦探的甜美死亡, 55.00元, 2023-8 ,新星出版社,[日] 方丈贵惠  吕灵芝 ,7.9,3985,◎第29届鲇川哲也奖获奖作《时空旅行者的沙漏》系列第三弹 ◎VR游戏里的虚拟空间 x 被誉为推理小说王道的“馆” 多重密室，新颖解答，密室的手法真的已被写尽...,https://img3.doubanio.com/view/subject/s/public/s34606347.jpg
密室狂乱时代的孤岛事件, 49.80元, 2023-10 ,北京日报出版社,[日]鸭崎暖炉  丁宇宁 ,7.3,1212,因“密室的无解证明与现场的不在证明有同等价值”的司法宣判，日本成为只要现场是密室就可以保证无罪的国家，密室杀人事件从此泛滥成灾。 日本屈指可数的富豪大富原苍...,https://img1.doubanio.com/view/subject/s/public/s34691490.jpg
我在北京送快递, 56.00元, 2023-3-24 ,湖南文艺出版社,胡安焉 ,8.1,44102,进入社会工作至今的二十年间，胡安焉走南闯北，辗转于广东、广西、云南、上海、北京等地，做过快递员、夜班拣货工人、便利店店员、保安、自行车店销售、服装店导购、加...,https://img1.doubanio.com/view/subject/s/public/s34522268.jpg
佐丽, 49, 2024-3 ,广西师范大学出版社,[美]莱尔德·亨特  于是 ,8.7,175,◎精简推荐 二〇二一年美国国家图书奖五强作品 | 一本关于成长、关于生活、关于自我的“人生全书” | 一部探寻人与内部、外部世界关系的微型情感史诗 | 人生...,https://img9.doubanio.com/view/subject/s/public/s34771164.jpg
挽救计划, 68.00, 2021-9 ,译林出版社,[美] 安迪·威尔  耿辉 ,9.1,11799,科技宅男+跨星系好（基）友联袂上演太空大救援 硬核工程风+幽默碎碎念打造年度科幻 奥巴马、乔治•R. R. 马丁力荐 高司令主演同名电影即将上映 👾出版后连...,https://img9.doubanio.com/view/subject/s/public/s33958826.jpg
在小山和小山之间, 45.00, 2023-5-18 ,上海文艺出版社,李停 ,8.3,5887,六零后“不快乐妈妈”独自来到异国他乡，与定居于此的待产女儿重启久违的同居生活。被时代和人性辜负的母亲、想逃离母亲如山般爱意却愈加走进漩涡的女儿，她们之间横隔...,https://img3.doubanio.com/view/subject/s/public/s34514752.jpg
五号屠场, 59.90元, 2022-7-1 ,河南文艺出版社,[美] 库尔特·冯内古特  虞建华 ,8.6,6768,故事中的一切，或多或少都发生过。至少，关于战争的部分是相当真实的。 比利被外星人绑架了，他因此从时间链上脱开了。 他上床睡觉时是个老态龙钟的鳏夫，醒来时却在...,https://img1.doubanio.com/view/subject/s/public/s34247279.jpg
嫌疑人X的献身, 28.00, 2008-9 ,南海出版公司,[日] 东野圭吾  刘子倩 ,8.9,522979,百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。 靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由...,https://img9.doubanio.com/view/subject/s/public/s3254244.jpg
挪威的森林, 38.00元, 2018-3 ,上海译文出版社,[日] 村上春树  林少华 ,8.6,33597,《挪威的森林》是日本作家村上春树所著的一部长篇爱情小说，影响了几代读者的青春名作。故事讲述主角渡边纠缠在情绪不稳定且患有精神疾病的直子和开朗活泼的小林绿子之...,https://img2.doubanio.com/view/subject/s/public/s34412041.jpg
小王子, 22.00元, 2003-8 ,人民文学出版社,[法] 圣埃克苏佩里  马振骋 ,9.1,754240,小王子是一个超凡脱俗的仙童，他住在一颗只比他大一丁点儿的小行星上。陪伴他的是一朵他非常喜爱的小玫瑰花。但玫瑰花的虚荣心伤害了小王子对她的感情。小王子告别小行...,https://img1.doubanio.com/view/subject/s/public/s1237549.jpg
不存在的骑士, 22.00元, 2012-4 ,译林出版社,[意] 伊塔洛·卡尔维诺  吴正仪 ,8.9,24805,《卡尔维诺经典：不存在的骑士》是卡尔维诺 “我们的祖先”三部曲之一。“我们的祖先”三部曲包括：《不存在的骑士》《分成两半的子爵》《树上的男爵》，这三个故事代...,https://img2.doubanio.com/view/subject/s/public/s8972061.jpg
小径分岔的花园, 23.00, 2015-7 ,上海译文出版社,[阿根廷] 豪·路·博尔赫斯  王永年 ,8.9,46418,本书为1941年的短篇小说集，收小说七篇。其中，《小径分岔的花园》是侦探小说，讲述一桩罪行的准备工作和实施过程。小径分岔的花园是一个谜语，或者说寓言，而谜底...,https://img1.doubanio.com/view/subject/s/public/s29746559.jpg
丰乳肥臀, 49.00, 2017-1 ,浙江文艺出版社,莫言 ,8.8,19050,*他的想象力丰富，又扎根于中国传统的说书艺术，这是他超过马尔克斯和福克纳的地方。——诺贝尔文学奖评委会前主席谢尔•埃斯普马克 *任何人要是想谈论中国，都应该...,https://img1.doubanio.com/view/subject/s/public/s33895248.jpg
灿烂千阳, 28.00元, 2007-9 ,上海人民出版社,[美] 卡勒德·胡赛尼  李继宏 ,8.9,122151,私生女玛丽雅姆在父亲的宅院门口苦苦守候，回到家却看到因绝望而上吊自杀的母亲。那天是她十五岁的生日，而童年嘎然而止。玛丽雅姆随后由父亲安排远嫁喀布尔四十多岁的...,https://img9.doubanio.com/view/subject/s/public/s2651394.jpg
你当像鸟飞往你的山, 59.00元, 2019-10 ,南海出版公司,塔拉·韦斯特弗  任爱红 ,8.7,187532,人们只看到我的与众不同：一个十七岁前从未踏入教室的大山女孩，却戴上一顶学历的高帽，熠熠生辉。只有我知道自己的真面目：我来自一个极少有人能想象的家庭。我的童年...,https://img9.doubanio.com/view/subject/s/public/s33492346.jpg
登春台, 68.00, 2024-3 ,译林出版社,格非 ,7.8,373,【编辑推荐】 🟢 茅盾文学奖得主格非，暌违四年全新长篇小说。 🟢 众人熙熙，如登春台。于万千命运中，我们推开自己的门。 🟢 北京春台路67号四个人物的命运流...,https://img1.doubanio.com/view/subject/s/public/s34745930.jpg
假面游戏, 59.00元, 2024-3-1 ,南海出版公司,[日] 东野圭吾  史诗 ,6.5,743,★东野圭吾全新长篇！创作生涯第99部作品，再次挑战你的大脑和泪腺！ ——达文西2022年度小说TOP1，日贩、东贩年度热销榜TOP2，日文版系列销量超 49...,https://img9.doubanio.com/view/subject/s/public/s34796716.jpg
台北人, 38.00元, 2010-10 ,广西师范大学出版社,白先勇 ,9.0,73280,作为20世纪中文小说100强的《台北人》，是一部深具复杂性的短篇小说集，由十四个一流的短篇小说构成，串联成一体，则效果遽然增加，不但小说之幅面变广，使我们看...,https://img9.doubanio.com/view/subject/s/public/s4526465.jpg
孽子, 46.00元, 2010.10 ,广西师范大学出版社,白先勇 ,9.2,47176,白先勇唯一的一部长篇小说《孽子》，以同性恋为题材，全书共分为四章，依次是“放逐”、“在我们的王国里”、“安乐乡”、“那些青春鸟的行旅”，描写了上个世纪六七十...,https://img1.doubanio.com/view/subject/s/public/s6240330.jpg
长安十二时辰 下, 39.80元, 2017-1-1 ,湖南文艺出版社,马伯庸 ,7.6,33056,唐天宝三年，元月十四日，长安。大唐皇都的居民不知道，上元节辉煌灯火亮起之时，等待他们的，将是场吞噬一切的劫难。突厥、狼卫、绑架、暗杀、烈焰、焚城，毁灭长安城...,https://img2.doubanio.com/view/subject/s/public/s29205251.jpg
荒原狼, 59.8, 2023-3 ,浙江文艺出版社,[德] 赫尔曼·黑塞  姜乙 ,8.8,4162,“我们所知的世界，包含其中的不公、腐朽和恶意，如何与我们信任的理想和至高愿景相协调？ 一切赋予生命价值的神圣事物——美、爱、真理和善，是真实的还是空洞的幻象...,https://img1.doubanio.com/view/subject/s/public/s34415320.jpg
离开的，留下的 : 那不勒斯四部曲3, 62.00元, 2017-10 ,人民文学出版社,[意] 埃莱娜·费兰特  陈英 ,8.9,74470,两个女人 50年的友谊和战争 那不勒斯四部曲NO.3 全球畅销近千万册 被翻译成40多种语言 “我希望她在场，这是我写作的目的。” 《我的天才女友》《新名字...,https://img2.doubanio.com/view/subject/s/public/s29535271.jpg
云边有个小卖部, 42.00元, 2018-7 ,湖南文艺出版社,张嘉佳 ,7.4,84873,云边镇少年刘十三的成长故事。 刘十三自幼与开小卖部的外婆相依为命，努力读书为了离开小镇，追寻远方与梦想。在城市里碰壁受挫的刘十三回到了小镇，与少时玩伴程霜重...,https://img9.doubanio.com/view/subject/s/public/s29799055.jpg
致海岸线, 35元, 2023-10 ,浩宇出版社,CK ,,241,《致海岸线》这本小书，收集了三个题材和风格都不太一样的故事。第一个故事《致海岸线》最早的创意来自另一位CK，他分享的故事激发了我的灵感，所以这个故事几乎是在...,https://img9.doubanio.com/view/subject/s/public/s34774315.jpg
邻居, 56.00, 2023-6 ,湖南文艺出版社,[日] 雫井脩介  吕灵芝 ,7.6,4788,1.千万别放他进来！！！人性惊悚、熬夜必看、令人窒息的致“郁”佳作，恐怖来袭！ 2.日本热门推理作家雫井脩介恐怖书写！远亲不如近邻，近邻他却……意想不到的故...,https://img1.doubanio.com/view/subject/s/public/s34528340.jpg
麒麟, 78, 2022-7 ,长江文艺出版社,周游 ,8.2,6038,瑞兽杀人，盛世惊悚 福祸有数，命运如笼 清乾隆年间，江南名城苏州，大案奇案接连发生——苏州城外的藏鼎山上，巨额官银被抢，凶手还残忍地将官兵尸体肢解，摆出奇怪...,https://img9.doubanio.com/view/subject/s/public/s34272106.jpg
第七天, 39.5, 2018-8 ,新星出版社,余华 ,8.2,49301,名人推荐 媒体推荐 作者简介 目录 文摘 编辑推荐 《第七天》获华语文学传媒大奖·年度杰出作家。温暖与冷漠、良善与邪恶、真实与荒诞、实有与虚无，交织成一部时...,https://img2.doubanio.com/view/subject/s/public/s33747401.jpg
千里江山图, 59.00, 2022-4-30 ,上海文艺出版社,孙甘露 ,7.5,2676,1933年，腊月十五，乌云笼罩着上海，一场秘密会议突然被冲，一半与会者被抓。陈千里临危受命，重整队伍，继续执行绝密计划。众目睽睽之下，一场事先张扬的转移险战...,https://img1.doubanio.com/view/subject/s/public/s34613530.jpg
这一切纯属偶然！, 49.9, 2024-1 ,北京日报出版社,[日]伊坂幸太郎  烨伊 ,7.1,398,★命运随时都在转折，你的好运可能已经来了。 没想到一个小小的偶然，意外改变了我的一生。 伊坂幸太郎的偶然： 2001年冬天一个寻常的早晨，伊坂幸太郎像往常一...,https://img1.doubanio.com/view/subject/s/public/s34771279.jpg
德米安 : 埃米尔·辛克莱年少时的故事, 58.00元, 2020-5 ,天津人民出版社,[德] 赫尔曼·黑塞  姜乙 ,8.9,11795,★“我所想望的，无非是试着依我自发的本性去生活。为何如此之难？” ★畅销100年，影响全球无数青年，村上春树、塔可夫斯基挚爱的文学经典。 ★防弹少年团专辑《...,https://img3.doubanio.com/view/subject/s/public/s33646692.jpg
恶徒的救赎, 49.90元, 2023-4-10 ,北京日报出版社,[日] 高野和明  徐建雄 ,7.6,2795,【内容简介】 东京突发连环杀人案：有人被捆住手脚丢入浴缸的沸水之中；有人在街头被烈火焚烧…… 与此同时，恶徒八神终于等来洗心革面的机会——在17小时内抵达医...,https://img9.doubanio.com/view/subject/s/public/s34486965.jpg
1984, 28.00, 2010-4-1 ,北京十月文艺出版社,[英] 乔治·奥威尔  刘绍铭 ,9.4,283267,★村上春树以《1Q84》向本书致敬 ★著名学者刘绍铭经典译本内地首次出版 ★62种文字风靡110个国家，全球销量超过5000万册 ★《时代周刊》“最好的10...,https://img1.doubanio.com/view/subject/s/public/s4371408.jpg
四世同堂, 36.00元, 2008-07 ,北京十月文艺出版社,老舍 ,9.4,39804,值得每一代中国人阅读的文学经典，值得每一个中国人珍藏的民族记忆。老舍：它是我从事写作以来最长的、可能也是最好的一本书。入选《亚洲周刊》“二十世纪中文小说一百...,https://img1.doubanio.com/view/subject/s/public/s3228699.jpg
燕食记, 78, 2022-8 ,人民文学出版社,葛亮 ,8.9,5729,----------------------------------------------- 名家推荐 人间味是食知味，人间事终究是调鼎鼐、烹小鲜。《燕食...,https://img1.doubanio.com/view/subject/s/public/s34273798.jpg
晚熟的人, 59, 2020-8-1 ,人民文学出版社,莫言 ,8.0,19102,内容简介： 诺贝尔文学奖得主 莫言 获奖后首部作品 十年蕴积，人事全新。 一言掷地，壁立千仞。 莫言的想象飞越于整个人类的存在状态之上。 ——诺贝尔文学...,https://img1.doubanio.com/view/subject/s/public/s33696230.jpg
月亮与六便士, 39.80元, 2017-1-1 ,浙江文艺出版社,[英] 威廉·萨默塞特·毛姆  徐淳刚 ,8.8,220334,“满地都是六便士，他却抬头看见了月亮。” 银行家查尔斯，人到中年，事业有成，为了追求内心隐秘的绘画梦想，突然抛妻别子，弃家出走。他深知：人的每一种身份都是一...,https://img1.doubanio.com/view/subject/s/public/s29634528.jpg
哈利·波特, 498.00元, 2008-12-1 ,人民文学出版社,J.K.罗琳 (J.K.Rowling)  苏农、马爱农、马爱新 ,9.7,106143,《哈利·波特(共7册)(精)》编著者J.K.罗琳。 《哈利·波特(共7册)(精)》内容提要：2000年的一个深夜，在美国书店的烛光中，穿着黑斗篷，戴...,https://img9.doubanio.com/view/subject/s/public/s29101586.jpg
围城, 39.00元, 1991-2-1 ,人民文学出版社,钱锺书 ,9.3,102774,《围城》是一幅栩栩如生的世井百态图，人生的酸甜苦辣千般滋味均在其中得到了淋漓尽致的体现。钱钟书先生将自己的语言天才并入极其渊博的知识，再添加上一些讽刺主义的...,https://img3.doubanio.com/view/subject/s/public/s11276847.jpg
地下室手记, 39.8, 2020-5 ,浙江文艺出版社,(俄罗斯) 陀思妥耶夫斯基  曾思艺 ,9.3,23346,《地下室手记》是俄国作家陀思妥耶夫斯基创作的长篇小说。该书由主角地下室人以第一人称的方式叙述，地下室人是名年约四十岁左右的退休公务员，他的内心充满了病态的自...,https://img3.doubanio.com/view/subject/s/public/s33638812.jpg
骆驼祥子, 12.00元, 1962-10-1 ,人民文学出版社,老舍 ,8.6,208370,《骆驼祥子》是老舍用同情的笔触描绘的一幕悲剧：二十年代的北京，一个勤劳、壮实的底层社会小人物怀着发家、奋斗的美好梦想，却最终为黑暗的暴风雨所吞噬。它揭示了当...,https://img1.doubanio.com/view/subject/s/public/s1146040.jpg
鹿川有许多粪, 58.00元, 2021-8 ,武汉大学出版社,李沧东  春喜 ,8.9,33180,豆瓣2021年度读书榜单 “年度外国文学（小说类）” “年度高分图书” “豆瓣书店最受欢迎图书” 李沧东封笔之作 直面错综复杂的生活本身，探索真正价值的可能...,https://img3.doubanio.com/view/subject/s/public/s33968312.jpg
一个叫欧维的男人决定去死, 35.00元, 2015-12 ,四川文艺出版社,[瑞典] 弗雷德里克·巴克曼  宁蒙 ,9.1,68069,来认识一下欧维，这个59岁的老头，脾气古怪，带着坚不可摧的原则、每天恪守的常规以及随时发飙的脾性在社区晃来晃去，被背地里称为“地狱来的恶邻”。他每天一大早就...,https://img1.doubanio.com/view/subject/s/public/s29071620.jpg
三体全集, 2018-11-26, 读客文化 ,刘慈欣,,9.3,15431,,https://img3.doubanio.com/view/subject/s/public/s33460607.jpg
活着, 35.00元, 2017-6-1 ,北京十月文艺出版社,余华 ,9.4,37701,【内容简介】 《活着》是当代作家余华的代表作，讲述了一个人历尽世间沧桑和磨难的一生，亦将中国大半个世纪的社会变迁凝缩其间。《活着》还讲述了眼泪的宽广和丰富；...,https://img1.doubanio.com/view/subject/s/public/s29652928.jpg
杀死一只知更鸟, 32.00元, 2012-9 ,译林出版社,[美] 哈珀·李  高红梅 ,9.2,146070,成长总是个让人烦恼的命题。成长有时会很缓慢，如小溪般唱着叮咚的歌曲趟过，有时却如此突如其来，如暴雨般劈头盖脸……三个孩子因为小镇上的几桩冤案经历了猝不及防的...,https://img3.doubanio.com/view/subject/s/public/s23128183.jpg
沙丘, 68.00元, 2017-2-1 ,江苏凤凰文艺出版社,[美] 弗兰克·赫伯特  潘振华 ,7.9,17712,人类每次正视自己的渺小，都是自身的一次巨大进步。 —————————— 哥白尼提出了“日心说”，我们才知道这个世界并不是宇宙的中心。 哈勃用望远镜揭开了河外...,https://img9.doubanio.com/view/subject/s/public/s29245314.jpg
周四推理俱乐部：活了两次的男人, 58.00元, 2022-12 ,接力出版社,[英] 理查德·奥斯曼  张雅琳 ,8.1,1742,★人生游乐场里，他们精通所有通关秘籍。“周四推理俱乐部”四位“安乐椅侦探”平均年龄77.5岁，智斗国际犯罪组织、英国军情五处，联手侦破盗窃、凶杀连环案！ ★...,https://img1.doubanio.com/view/subject/s/public/s34369999.jpg
酒吧长谈, 128.00元, 2021-3 ,人民文学出版社,[秘鲁] 马里奥·巴尔加斯·略萨  孙家孟 ,9.4,4463,《酒吧长谈》是诺贝尔文学奖得主马里奥•巴尔加斯•略萨极富创作野心的作品之一，可能也是体现这位当代作家如何利用文学来进行政治思考的绝佳范例。小说的故事背景是奥...,https://img9.doubanio.com/view/subject/s/public/s34493574.jpg
一桩事先张扬的凶杀案, 25.00元, 2013-6 ,南海出版公司,[哥伦比亚] 加西亚·马尔克斯  魏然 ,8.7,51441,★马尔克斯自认为掌控得最好的作品。 ★这是一个残忍的犯罪故事，一部极具张力的小说，为此我写了三十年。——加西亚•马尔克斯 ★它综合了我以往所有作品的元素，我...,https://img1.doubanio.com/view/subject/s/public/s26546959.jpg
在暴雪时分, 48.00元, 2020-5 ,江苏凤凰文艺出版社,墨宝非宝 ,7.2,2661,★《蜜汁炖鱿鱼》《一生一世美人骨》作者、高人气畅销书作家墨宝非宝浪漫、绵长的深情力作，首版新书重磅上市。 墨宝非宝经典代表作，殷果&林亦扬，我愿这爱情，没有...,https://img1.doubanio.com/view/subject/s/public/s33675989.jpg
宋慈洗冤笔记 : 太学岳祠案, 58.00, 2023-10-1 ,四川文艺出版社,巫童 ,7.9,3812,跟随世界法医鼻祖宋慈破奇案、洗冤情、寻真相！ - ★古风悬疑推理神作 ★微信读书超9万人阅读，3600多人点评，推荐值超95%，点评人中，每10个读者就有9...,https://img3.doubanio.com/view/subject/s/public/s34654377.jpg
分成两半的子爵, 20.00元, 2012-4-1 ,译林出版社,[意] 伊塔洛·卡尔维诺  吴正仪 ,8.8,28186,卡尔维诺 “我们的祖先”三部曲之一。“我们的祖先”三部曲包括：《不存在的骑士》《分成两半的子爵》《树上的男爵》，这三个故事代表通向自由的三个阶段，关于人如何...,https://img3.doubanio.com/view/subject/s/public/s8972073.jpg
显微镜下的大明, 52.00元, 2019-1 ,湖南文艺出版社,马伯庸 ,8.7,44511,★ 马伯庸全新历史纪实作品，一本值得收藏的明朝历史书 ★ 六件罕为人知的明代档案，六个尘封已久的民生往事 ★ 生动的基层治政手册，于细微处读懂真正的古代中国...,https://img2.doubanio.com/view/subject/s/public/s29960161.jpg
飞翔的孔雀, 56.00元, 2023-12 ,新星出版社,[日] 山尾悠子  玉蟲 ,7.6,171,◎小松左京、川上弘美推荐 ◎日本SF大奖、泉镜花文学奖、艺术选奖文部科学大臣奖获奖之作 ◎日本幻想文学代表作家山尾悠子 以冷峻诗意的笔触，塑造出一个美丽而残...,https://img3.doubanio.com/view/subject/s/public/s34711542.jpg
黄金时代 : 时代三部曲, 19.00元, 1999-3 ,花城出版社,王小波 ,8.9,166356,《黄金时代》是《时代三部曲》之一。 这是以文革时期为背景的系列作品构成的长篇。发生“文化大革命”的二十世纪六七十年代，正是我们国家和民族的灾难年代。那时，...,https://img3.doubanio.com/view/subject/s/public/s1076372.jpg
金瓶梅, 2016-1, 南洋出版社 ,兰陵笑笑生,,9.5,3760,全球首套简体中文完整版双版本《金瓶梅》（一字不删），包括拥有最充分原始信息、最具可读性的“崇祯本”全部内容（该版本曾面向中国高级领导干部和学者及大型图书馆少...,https://img3.doubanio.com/view/subject/s/public/s29052993.jpg
文城, 59.00元, 2021-3 ,北京十月文艺出版社,余华 ,7.9,59771,【编辑推荐】 ★时隔八年，余华全新长篇重磅归来！ ◆人生就是自己的往事和他人的序章 时代的洪流推着每个人做出各自的选择。 这是一个荒蛮的年代，结束的尚未结束...,https://img3.doubanio.com/view/subject/s/public/s33834057.jpg
